,home,away,date_x,gh,ga,full_time,competition,home_ident,away_ident,home_country,away_country,home_code,away_code,home_continent,away_continent,continent,level,next_day,date_y,Price,Open,High,Low,Vol.,Change %
422,Bursaspor,Manchester United,2010-11-02,0,3,F,UEFA CL,Bursaspor (Turkey),Manchester United (England),turkey,england,TR,ENG,Europe,Europe,Europe,international,2010-11-03,2010-11-03,"5,748.97","5,762.20","5,773.30","5,728.30",,-0.15
423,Chelsea FC,Spartak Moskva,2010-11-03,4,1,F,UEFA CL,Chelsea FC (England),Spartak Moskva (Russia),england,russia,ENG,RU,Europe,Europe,Europe,international,2010-11-04,2010-11-04,"5,862.79","5,798.20","5,876.30","5,797.40",,1.98
424,Shakhtar Donetsk,Arsenal FC,2010-11-03,2,1,F,UEFA CL,Shakhtar Donetsk (Ukraine),Arsenal FC (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,2010-11-04,2010-11-04,"5,862.79","5,798.20","5,876.30","5,797.40",,1.98
425,Chelsea FC,MSk Zilina,2010-11-23,2,1,F,UEFA CL,Chelsea FC (England),MSk Zilina (Slovakia),england,slovakia,ENG,SK,Europe,Europe,Europe,international,2010-11-24,2010-11-24,"5,657.10","5,608.30","5,665.80","5,573.30",,1.36
426,Sporting Braga,Arsenal FC,2010-11-23,2,0,F,UEFA CL,Sporting Braga (Portugal),Arsenal FC (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,2010-11-24,2010-11-24,"5,657.10","5,608.30","5,665.80","5,573.30",,1.36
427,Tottenham Hotspur,Werder Bremen,2010-11-24,3,0,F,UEFA CL,Tottenham Hotspur (England),Werder Bremen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2010-11-25,2010-11-25,"5,698.93","5,666.30","5,709.50","5,653.50",,0.74
428,Rangers FC,Manchester United,2010-11-24,0,1,F,UEFA CL,Rangers FC (Scotland),Manchester United (England),scotland,england,SCO,ENG,Europe,Europe,Europe,international,2010-11-25,2010-11-25,"5,698.93","5,666.30","5,709.50","5,653.50",,0.74
429,FC Twente,Tottenham Hotspur,2010-12-07,3,3,F,UEFA CL,FC Twente (Netherlands),Tottenham Hotspur (England),netherlands,england,NL,ENG,Europe,Europe,Europe,international,2010-12-08,2010-12-08,"5,794.53","5,782.50","5,824.30","5,773.80",,-0.24
430,Manchester United,Valencia CF,2010-12-07,1,1,F,UEFA CL,Manchester United (England),Valencia CF (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2010-12-08,2010-12-08,"5,794.53","5,782.50","5,824.30","5,773.80",,-0.24
431,Olympique Marseille,Chelsea FC,2010-12-08,1,0,F,UEFA CL,Olympique Marseille (France),Chelsea FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,2010-12-09,2010-12-09,"5,807.96","5,823.80","5,838.80","5,797.50",,0.23
432,Arsenal FC,Partizan,2010-12-08,3,1,F,UEFA CL,Arsenal FC (England),Partizan (Serbia),england,serbia,ENG,RS,Europe,Europe,Europe,international,2010-12-09,2010-12-09,"5,807.96","5,823.80","5,838.80","5,797.50",,0.23
433,AC Milan,Tottenham Hotspur,2011-02-15,0,1,F,UEFA CL,AC Milan (Italy),Tottenham Hotspur (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2011-02-16,2011-02-16,"6,085.27","6,048.50","6,094.30","6,042.30",,0.8
434,Arsenal FC,FC Barcelona,2011-02-16,2,1,F,UEFA CL,Arsenal FC (England),FC Barcelona (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2011-02-17,2011-02-17,"6,087.38","6,088.30","6,099.00","6,066.30",,0.03
435,FC Koebenhavn,Chelsea FC,2011-02-22,0,2,F,UEFA CL,FC Koebenhavn (Denmark),Chelsea FC (England),denmark,england,DK,ENG,Europe,Europe,Europe,international,2011-02-23,2011-02-23,"5,923.53","5,969.70","5,982.30","5,913.50",,-1.22
436,Olympique Marseille,Manchester United,2011-02-23,0,0,F,UEFA CL,Olympique Marseille (France),Manchester United (England),france,england,FR,ENG,Europe,Europe,Europe,international,2011-02-24,2011-02-24,"5,919.98","5,864.60","5,937.00","5,856.50",,-0.06
437,FC Barcelona,Arsenal FC,2011-03-08,3,1,F,UEFA CL,FC Barcelona (Spain),Arsenal FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2011-03-09,2011-03-09,"5,937.30","5,975.80","5,975.80","5,920.80",,-0.41
438,Tottenham Hotspur,AC Milan,2011-03-09,0,0,F,UEFA CL,Tottenham Hotspur (England),AC Milan (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2011-03-10,2011-03-10,"5,845.29","5,883.90","5,906.80","5,830.30",,-1.55
439,Manchester United,Olympique Marseille,2011-03-15,2,1,F,UEFA CL,Manchester United (England),Olympique Marseille (France),england,france,ENG,FR,Europe,Europe,Europe,international,2011-03-16,2011-03-16,"5,598.23","5,719.80","5,719.80","5,598.23",,-1.7
440,Chelsea FC,FC Koebenhavn,2011-03-16,0,0,F,UEFA CL,Chelsea FC (England),FC Koebenhavn (Denmark),england,denmark,ENG,DK,Europe,Europe,Europe,international,2011-03-17,2011-03-17,"5,693.80","5,634.80","5,708.00","5,610.80",,1.71
441,Real Madrid,Tottenham Hotspur,2011-04-05,4,0,F,UEFA CL,Real Madrid (Spain),Tottenham Hotspur (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2011-04-06,2011-04-06,"6,041.13","6,029.80","6,057.30","6,008.50",,0.57
442,Chelsea FC,Manchester United,2011-04-06,0,1,F,UEFA CL,Chelsea FC (England),Manchester United (England),england,england,ENG,ENG,Europe,Europe,Europe,international,2011-04-07,2011-04-07,"6,007.37","6,043.30","6,053.50","6,007.30",,-0.56
443,Manchester United,Chelsea FC,2011-04-12,2,1,F,UEFA CL,Manchester United (England),Chelsea FC (England),england,england,ENG,ENG,Europe,Europe,Europe,international,2011-04-13,2011-04-13,"6,010.44","5,991.50","6,044.00","5,983.30",,0.77
444,Tottenham Hotspur,Real Madrid,2011-04-13,0,1,F,UEFA CL,Tottenham Hotspur (England),Real Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2011-04-14,2011-04-14,"5,963.80","5,994.30","5,995.50","5,942.50",,-0.78
445,FC Schalke 04,Manchester United,2011-04-26,0,2,F,UEFA CL,FC Schalke 04 (Germany),Manchester United (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2011-04-27,2011-04-27,"6,068.16","6,066.00","6,090.50","6,044.80",,-0.02
446,Manchester United,FC Schalke 04,2011-05-04,4,1,F,UEFA CL,Manchester United (England),FC Schalke 04 (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2011-05-05,2011-05-05,"5,919.98","6,002.80","6,009.30","5,911.30",,-1.07
447,Arsenal FC,Udinese Calcio,2011-08-16,1,0,F,UEFA CL,Arsenal FC (England),Udinese Calcio (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2011-08-17,2011-08-17,"5,331.60","5,357.63","5,371.08","5,279.93",671.94M,-0.49
448,Udinese Calcio,Arsenal FC,2011-08-24,1,2,F,UEFA CL,Udinese Calcio (Italy),Arsenal FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2011-08-25,2011-08-25,"5,131.10","5,205.85","5,254.17","5,102.06",1.13B,-1.44
449,Chelsea FC,Bayer Leverkusen,2011-09-13,2,0,F,UEFA CL,Chelsea FC (England),Bayer Leverkusen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2011-09-14,2011-09-14,"5,227.02","5,174.25","5,270.42","5,146.39",1.12B,1.02
450,Borussia Dortmund,Arsenal FC,2011-09-13,1,1,F,UEFA CL,Borussia Dortmund (Germany),Arsenal FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2011-09-14,2011-09-14,"5,227.02","5,174.25","5,270.42","5,146.39",1.12B,1.02
451,Manchester City,Ssc Napoli,2011-09-14,1,1,F,UEFA CL,Manchester City (England),Ssc Napoli (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2011-09-15,2011-09-15,"5,337.54","5,227.02","5,366.74","5,227.02",1.12B,2.11
452,Sl Benfica,Manchester United,2011-09-14,1,1,F,UEFA CL,Sl Benfica (Portugal),Manchester United (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,2011-09-15,2011-09-15,"5,337.54","5,227.02","5,366.74","5,227.02",1.12B,2.11
453,Bayern Muenchen,Manchester City,2011-09-27,2,0,F,UEFA CL,Bayern Muenchen (Germany),Manchester City (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2011-09-28,2011-09-28,"5,217.63","5,294.05","5,314.29","5,191.36",726.67M,-1.44
454,Manchester United,FC Basel,2011-09-27,3,3,F,UEFA CL,Manchester United (England),FC Basel (Switzerland),england,switzerland,ENG,CH,Europe,Europe,Europe,international,2011-09-28,2011-09-28,"5,217.63","5,294.05","5,314.29","5,191.36",726.67M,-1.44
455,Valencia CF,Chelsea FC,2011-09-28,1,1,F,UEFA CL,Valencia CF (Spain),Chelsea FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2011-09-29,2011-09-29,"5,196.84","5,217.63","5,250.18","5,160.77",736.90M,-0.4
456,Arsenal FC,Olympiakos Piraeus,2011-09-28,2,1,F,UEFA CL,Arsenal FC (England),Olympiakos Piraeus (Greece),england,greece,ENG,GR,Europe,Europe,Europe,international,2011-09-29,2011-09-29,"5,196.84","5,217.63","5,250.18","5,160.77",736.90M,-0.4
457,Manchester City,Villarreal CF,2011-10-18,2,1,F,UEFA CL,Manchester City (England),Villarreal CF (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2011-10-19,2011-10-19,"5,450.49","5,410.35","5,483.79","5,410.35",723.01M,0.74
458,Otelul Galati,Manchester United,2011-10-18,0,2,F,UEFA CL,Otelul Galati (Romania),Manchester United (England),romania,england,RO,ENG,Europe,Europe,Europe,international,2011-10-19,2011-10-19,"5,450.49","5,410.35","5,483.79","5,410.35",723.01M,0.74
459,Chelsea FC,KRC Genk,2011-10-19,5,0,F,UEFA CL,Chelsea FC (England),KRC Genk (Belgium),england,belgium,ENG,BE,Europe,Europe,Europe,international,2011-10-20,2011-10-20,"5,384.68","5,450.49","5,450.49","5,363.16",796.89M,-1.21
460,Olympique Marseille,Arsenal FC,2011-10-19,0,1,F,UEFA CL,Olympique Marseille (France),Arsenal FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,2011-10-20,2011-10-20,"5,384.68","5,450.49","5,450.49","5,363.16",796.89M,-1.21
461,KRC Genk,Chelsea FC,2011-11-01,1,1,F,UEFA CL,KRC Genk (Belgium),Chelsea FC (England),belgium,england,BE,ENG,Europe,Europe,Europe,international,2011-11-02,2011-11-02,"5,484.10","5,421.57","5,493.29","5,383.37",1.36B,1.15
462,Arsenal FC,Olympique Marseille,2011-11-01,0,0,F,UEFA CL,Arsenal FC (England),Olympique Marseille (France),england,france,ENG,FR,Europe,Europe,Europe,international,2011-11-02,2011-11-02,"5,484.10","5,421.57","5,493.29","5,383.37",1.36B,1.15
463,Villarreal CF,Manchester City,2011-11-02,0,3,F,UEFA CL,Villarreal CF (Spain),Manchester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2011-11-03,2011-11-03,"5,545.64","5,484.10","5,564.54","5,402.63",1.22B,1.12
464,Manchester United,Otelul Galati,2011-11-02,2,0,F,UEFA CL,Manchester United (England),Otelul Galati (Romania),england,romania,ENG,RO,Europe,Europe,Europe,international,2011-11-03,2011-11-03,"5,545.64","5,484.10","5,564.54","5,402.63",1.22B,1.12
465,Ssc Napoli,Manchester City,2011-11-22,2,1,F,UEFA CL,Ssc Napoli (Italy),Manchester City (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2011-11-23,2011-11-23,"5,139.78","5,206.82","5,206.82","5,139.78",1.01B,-1.29
466,Manchester United,Sl Benfica,2011-11-22,2,2,F,UEFA CL,Manchester United (England),Sl Benfica (Portugal),england,portugal,ENG,PT,Europe,Europe,Europe,international,2011-11-23,2011-11-23,"5,139.78","5,206.82","5,206.82","5,139.78",1.01B,-1.29
467,Bayer Leverkusen,Chelsea FC,2011-11-23,2,1,F,UEFA CL,Bayer Leverkusen (Germany),Chelsea FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2011-11-24,2011-11-24,"5,127.57","5,139.78","5,184.26","5,098.99",856.42M,-0.24
468,Arsenal FC,Borussia Dortmund,2011-11-23,2,1,F,UEFA CL,Arsenal FC (England),Borussia Dortmund (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2011-11-24,2011-11-24,"5,127.57","5,139.78","5,184.26","5,098.99",856.42M,-0.24
469,Chelsea FC,Valencia CF,2011-12-06,3,0,F,UEFA CL,Chelsea FC (England),Valencia CF (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2011-12-07,2011-12-07,"5,546.91","5,568.72","5,631.88","5,497.96",932.15M,-0.39
470,Olympiakos Piraeus,Arsenal FC,2011-12-06,3,1,F,UEFA CL,Olympiakos Piraeus (Greece),Arsenal FC (England),greece,england,GR,ENG,Europe,Europe,Europe,international,2011-12-07,2011-12-07,"5,546.91","5,568.72","5,631.88","5,497.96",932.15M,-0.39
471,Manchester City,Bayern Muenchen,2011-12-07,2,0,F,UEFA CL,Manchester City (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2011-12-08,2011-12-08,"5,483.77","5,546.91","5,605.27","5,483.77",907.44M,-1.14
472,FC Basel,Manchester United,2011-12-07,2,1,F,UEFA CL,FC Basel (Switzerland),Manchester United (England),switzerland,england,CH,ENG,Europe,Europe,Europe,international,2011-12-08,2011-12-08,"5,483.77","5,546.91","5,605.27","5,483.77",907.44M,-1.14
473,AC Milan,Arsenal FC,2012-02-15,4,0,F,UEFA CL,AC Milan (Italy),Arsenal FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2012-02-16,2012-02-16,"5,885.38","5,892.16","5,892.36","5,829.38",751.18M,-0.12
474,Ssc Napoli,Chelsea FC,2012-02-21,3,1,F,UEFA CL,Ssc Napoli (Italy),Chelsea FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2012-02-22,2012-02-22,"5,916.55","5,928.20","5,937.96","5,894.60",872.09M,-0.2
475,Arsenal FC,AC Milan,2012-03-06,3,0,F,UEFA CL,Arsenal FC (England),AC Milan (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2012-03-07,2012-03-07,"5,791.41","5,765.80","5,801.12","5,755.69",859.93M,0.44
476,Chelsea FC,Ssc Napoli,2012-03-14,4,1,E,UEFA CL,Chelsea FC (England),Ssc Napoli (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2012-03-15,2012-03-15,"5,940.72","5,945.43","5,958.17","5,919.21",1.03B,-0.08
477,Sl Benfica,Chelsea FC,2012-03-27,0,1,F,UEFA CL,Sl Benfica (Portugal),Chelsea FC (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,2012-03-28,2012-03-28,"5,808.99","5,869.55","5,877.94","5,808.99",931.50M,-1.03
478,Chelsea FC,Sl Benfica,2012-04-04,2,1,F,UEFA CL,Chelsea FC (England),Sl Benfica (Portugal),england,portugal,ENG,PT,Europe,Europe,Europe,international,2012-04-05,2012-04-05,"5,723.67","5,703.77","5,731.67","5,663.32",905.68M,0.35
479,Chelsea FC,FC Barcelona,2012-04-18,1,0,F,UEFA CL,Chelsea FC (England),FC Barcelona (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2012-04-19,2012-04-19,"5,744.55","5,745.29","5,792.07","5,738.11",958.39M,-0.01
480,FC Barcelona,Chelsea FC,2012-04-24,2,2,F,UEFA CL,FC Barcelona (Spain),Chelsea FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2012-04-25,2012-04-25,"5,718.89","5,709.49","5,745.00","5,703.21",859.13M,0.16
481,Montpellier HSC,Arsenal FC,2012-09-18,1,2,F,UEFA CL,Montpellier HSC (France),Arsenal FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,2012-09-19,2012-09-19,"5,888.48","5,868.16","5,894.39","5,861.01",704.14M,0.35
482,Real Madrid,Manchester City,2012-09-18,3,2,F,UEFA CL,Real Madrid (Spain),Manchester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2012-09-19,2012-09-19,"5,888.48","5,868.16","5,894.39","5,861.01",704.14M,0.35
483,Chelsea FC,Juventus,2012-09-19,2,2,F,UEFA CL,Chelsea FC (England),Juventus (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2012-09-20,2012-09-20,"5,854.64","5,888.48","5,888.48","5,824.36",656.51M,-0.57
484,Manchester United,Galatasaray,2012-09-19,1,0,F,UEFA CL,Manchester United (England),Galatasaray (Turkey),england,turkey,ENG,TR,Europe,Europe,Europe,international,2012-09-20,2012-09-20,"5,854.64","5,888.48","5,888.48","5,824.36",656.51M,-0.57
485,FC Nordsjaelland,Chelsea FC,2012-10-02,0,4,F,UEFA CL,FC Nordsjaelland (Denmark),Chelsea FC (England),denmark,england,DK,ENG,Europe,Europe,Europe,international,2012-10-03,2012-10-03,"5,825.81","5,809.45","5,832.48","5,785.00",606.20M,0.28
486,CFr Cluj,Manchester United,2012-10-02,1,2,F,UEFA CL,CFr Cluj (Romania),Manchester United (England),romania,england,RO,ENG,Europe,Europe,Europe,international,2012-10-03,2012-10-03,"5,825.81","5,809.45","5,832.48","5,785.00",606.20M,0.28
487,Arsenal FC,Olympiakos Piraeus,2012-10-03,3,1,F,UEFA CL,Arsenal FC (England),Olympiakos Piraeus (Greece),england,greece,ENG,GR,Europe,Europe,Europe,international,2012-10-04,2012-10-04,"5,827.78","5,825.81","5,854.16","5,803.22",817.16M,0.03
488,Manchester City,Borussia Dortmund,2012-10-03,1,1,F,UEFA CL,Manchester City (England),Borussia Dortmund (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2012-10-04,2012-10-04,"5,827.78","5,825.81","5,854.16","5,803.22",817.16M,0.03
489,Shakhtar Donetsk,Chelsea FC,2012-10-23,2,1,F,UEFA CL,Shakhtar Donetsk (Ukraine),Chelsea FC (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,2012-10-24,2012-10-24,"5,804.78","5,797.91","5,823.24","5,776.64",953.71M,0.12
490,Manchester United,Sporting Braga,2012-10-23,3,2,F,UEFA CL,Manchester United (England),Sporting Braga (Portugal),england,portugal,ENG,PT,Europe,Europe,Europe,international,2012-10-24,2012-10-24,"5,804.78","5,797.91","5,823.24","5,776.64",953.71M,0.12
491,Arsenal FC,FC Schalke 04,2012-10-24,0,2,F,UEFA CL,Arsenal FC (England),FC Schalke 04 (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2012-10-25,2012-10-25,"5,805.05","5,804.78","5,840.57","5,802.22",654.44M,0.0
492,AFC Ajax,Manchester City,2012-10-24,3,1,F,UEFA CL,AFC Ajax (Netherlands),Manchester City (England),netherlands,england,NL,ENG,Europe,Europe,Europe,international,2012-10-25,2012-10-25,"5,805.05","5,804.78","5,840.57","5,802.22",654.44M,0.0
493,FC Schalke 04,Arsenal FC,2012-11-06,2,2,F,UEFA CL,FC Schalke 04 (Germany),Arsenal FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2012-11-07,2012-11-07,"5,791.63","5,884.90","5,921.78","5,789.43",922.67M,-1.58
494,Manchester City,AFC Ajax,2012-11-06,2,2,F,UEFA CL,Manchester City (England),AFC Ajax (Netherlands),england,netherlands,ENG,NL,Europe,Europe,Europe,international,2012-11-07,2012-11-07,"5,791.63","5,884.90","5,921.78","5,789.43",922.67M,-1.58
495,Chelsea FC,Shakhtar Donetsk,2012-11-07,3,2,F,UEFA CL,Chelsea FC (England),Shakhtar Donetsk (Ukraine),england,ukraine,ENG,UA,Europe,Europe,Europe,international,2012-11-08,2012-11-08,"5,776.05","5,791.63","5,824.36","5,770.70",729.28M,-0.27
496,Sporting Braga,Manchester United,2012-11-07,1,3,F,UEFA CL,Sporting Braga (Portugal),Manchester United (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,2012-11-08,2012-11-08,"5,776.05","5,791.63","5,824.36","5,770.70",729.28M,-0.27
497,Juventus,Chelsea FC,2012-11-20,3,0,F,UEFA CL,Juventus (Italy),Chelsea FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,2012-11-21,2012-11-21,"5,752.03","5,748.10","5,760.12","5,727.86",640.01M,0.07
498,Galatasaray,Manchester United,2012-11-20,1,0,F,UEFA CL,Galatasaray (Turkey),Manchester United (England),turkey,england,TR,ENG,Europe,Europe,Europe,international,2012-11-21,2012-11-21,"5,752.03","5,748.10","5,760.12","5,727.86",640.01M,0.07
499,Arsenal FC,Montpellier HSC,2012-11-21,2,0,F,UEFA CL,Arsenal FC (England),Montpellier HSC (France),england,france,ENG,FR,Europe,Europe,Europe,international,2012-11-22,2012-11-22,"5,791.03","5,752.03","5,796.47","5,752.03",511.82M,0.68
500,Manchester City,Real Madrid,2012-11-21,1,1,F,UEFA CL,Manchester City (England),Real Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2012-11-22,2012-11-22,"5,791.03","5,752.03","5,796.47","5,752.03",511.82M,0.68
501,Olympiakos Piraeus,Arsenal FC,2012-12-04,2,1,F,UEFA CL,Olympiakos Piraeus (Greece),Arsenal FC (England),greece,england,GR,ENG,Europe,Europe,Europe,international,2012-12-05,2012-12-05,"5,892.08","5,869.04","5,902.66","5,869.04",610.55M,0.39
502,Borussia Dortmund,Manchester City,2012-12-04,1,0,F,UEFA CL,Borussia Dortmund (Germany),Manchester City (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2012-12-05,2012-12-05,"5,892.08","5,869.04","5,902.66","5,869.04",610.55M,0.39
503,Chelsea FC,FC Nordsjaelland,2012-12-05,6,1,F,UEFA CL,Chelsea FC (England),FC Nordsjaelland (Denmark),england,denmark,ENG,DK,Europe,Europe,Europe,international,2012-12-06,2012-12-06,"5,901.42","5,892.08","5,923.91","5,889.65",637.07M,0.16
504,Manchester United,CFr Cluj,2012-12-05,0,1,F,UEFA CL,Manchester United (England),CFr Cluj (Romania),england,romania,ENG,RO,Europe,Europe,Europe,international,2012-12-06,2012-12-06,"5,901.42","5,892.08","5,923.91","5,889.65",637.07M,0.16
505,Real Madrid,Manchester United,2013-02-13,1,1,F,UEFA CL,Real Madrid (Spain),Manchester United (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2013-02-14,2013-02-14,"6,327.36","6,359.11","6,364.72","6,302.00",713.90M,-0.5
506,Arsenal FC,Bayern Muenchen,2013-02-19,1,3,F,UEFA CL,Arsenal FC (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2013-02-20,2013-02-20,"6,395.37","6,379.07","6,412.44","6,368.20",756.33M,0.26
507,Manchester United,Real Madrid,2013-03-05,1,2,F,UEFA CL,Manchester United (England),Real Madrid (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2013-03-06,2013-03-06,"6,427.64","6,431.95","6,460.96","6,418.72",1.10B,-0.07
508,Bayern Muenchen,Arsenal FC,2013-03-13,0,2,F,UEFA CL,Bayern Muenchen (Germany),Arsenal FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2013-03-14,2013-03-14,"6,529.41","6,481.50","6,532.57","6,478.54",791.45M,0.74
509,Fenerbahce,Arsenal FC,2013-08-21,0,3,F,UEFA CL,Fenerbahce (Turkey),Arsenal FC (England),turkey,england,TR,ENG,Europe,Europe,Europe,international,2013-08-22,2013-08-22,"6,446.87","6,390.84","6,468.88","6,390.62",501.84M,0.88
510,Arsenal FC,Fenerbahce,2013-08-27,2,0,F,UEFA CL,Arsenal FC (England),Fenerbahce (Turkey),england,turkey,ENG,TR,Europe,Europe,Europe,international,2013-08-28,2013-08-28,"6,430.06","6,440.97","6,440.97","6,393.65",748.56M,-0.17
511,Manchester United,Bayer Leverkusen,2013-09-17,4,2,F,UEFA CL,Manchester United (England),Bayer Leverkusen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2013-09-18,2013-09-18,"6,558.82","6,570.17","6,587.58","6,532.50",793.62M,-0.17
512,Viktoria Plzen,Manchester City,2013-09-17,0,3,F,UEFA CL,Viktoria Plzen (Czech Republic),Manchester City (England),czech-republic,england,CZ,ENG,Europe,Europe,Europe,international,2013-09-18,2013-09-18,"6,558.82","6,570.17","6,587.58","6,532.50",793.62M,-0.17
513,Chelsea FC,FC Basel,2013-09-18,1,2,F,UEFA CL,Chelsea FC (England),FC Basel (Switzerland),england,switzerland,ENG,CH,Europe,Europe,Europe,international,2013-09-19,2013-09-19,"6,625.39","6,558.82","6,659.12","6,558.82",799.39M,1.01
514,Olympique Marseille,Arsenal FC,2013-09-18,1,2,F,UEFA CL,Olympique Marseille (France),Arsenal FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,2013-09-19,2013-09-19,"6,625.39","6,558.82","6,659.12","6,558.82",799.39M,1.01
515,Steaua Bucuresti,Chelsea FC,2013-10-01,0,4,F,UEFA CL,Steaua Bucuresti (Romania),Chelsea FC (England),romania,england,RO,ENG,Europe,Europe,Europe,international,2013-10-02,2013-10-02,"6,437.50","6,460.01","6,460.01","6,386.18",575.17M,-0.35
516,Arsenal FC,Ssc Napoli,2013-10-01,2,0,F,UEFA CL,Arsenal FC (England),Ssc Napoli (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,2013-10-02,2013-10-02,"6,437.50","6,460.01","6,460.01","6,386.18",575.17M,-0.35
517,Shakhtar Donetsk,Manchester United,2013-10-02,1,1,F,UEFA CL,Shakhtar Donetsk (Ukraine),Manchester United (England),ukraine,england,UA,ENG,Europe,Europe,Europe,international,2013-10-03,2013-10-03,"6,449.04","6,437.50","6,472.43","6,436.21",617.41M,0.18
518,Manchester City,Bayern Muenchen,2013-10-02,1,3,F,UEFA CL,Manchester City (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2013-10-03,2013-10-03,"6,449.04","6,437.50","6,472.43","6,436.21",617.41M,0.18
519,FC Schalke 04,Chelsea FC,2013-10-22,0,3,F,UEFA CL,FC Schalke 04 (Germany),Chelsea FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,2013-10-23,2013-10-23,"6,674.48","6,695.66","6,695.92","6,655.20",643.94M,-0.32
520,Arsenal FC,Borussia Dortmund,2013-10-22,1,2,F,UEFA CL,Arsenal FC (England),Borussia Dortmund (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,2013-10-23,2013-10-23,"6,674.48","6,695.66","6,695.92","6,655.20",643.94M,-0.32
521,CSka Moskva,Manchester City,2013-10-23,1,2,F,UEFA CL,CSka Moskva (Russia),Manchester City (England),russia,england,RU,ENG,Europe,Europe,Europe,international,2013-10-24,2013-10-24,"6,713.18","6,674.48","6,719.25","6,674.16",601.32M,0.58
522,Manchester United,Real Sociedad,2013-10-23,1,0,F,UEFA CL,Manchester United (England),Real Sociedad (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,2013-10-24,2013-10-24,"6,713.18","6,674.48","6,719.25","6,674.16",601.32M,0.58
523,Real Sociedad,Manchester United,2013-11-05,0,0,F,UEFA CL,Real Sociedad (Spain),Manchester United (England),spain,england,ES,ENG,Europe,Europe,Europe,international,2013-11-06,2013-11-06,"6,741.69","6,746.84","6,768.16","6,735.64",636.59M,-0.08
524,Manchester City,CSka Moskva,2013-11-05,5,2,F,UEFA CL,Manchester City (England),CSka Moskva (Russia),england,russia,ENG,RU,Europe,Europe,Europe,international,2013-11-06,2013-11-06,"6,741.69","6,746.84","6,768.16","6,735.64",636.59M,-0.08
